Warehouse,Warehouse Organisation,Catalog,Category,Category Code,Item Name,Item Code,Brand,Model,Year,Unit of Measure,Pack,Pack Quantity,Weight,Length,Width,Height,Volume,Quantity,Received Date,Expiry Date,Unit,Unit Value,Currency,Supplier/Donor,Owned By (Organization/Branch),Tracking Number,Bin,Comments
NROC G WAREHOUSE,,,Clothings,,Used Clothing,,,,,kgs,,,,,,,,498,11/27/2009,,, -   ,PHP,"Pacific Beverages, Singapore",,,,
NROC G WAREHOUSE,,,Clothings,,Used Clothing,,,,,kgs,,,,,,,,3158,5/5/2010,,, -   ,PHP,PMS,,,,
NROC G WAREHOUSE,,,Clothings,,Used Clothing,,,,,kgs,,,,,,,,2845,4/20/2009,,, -   ,PHP,BOC Crisostomo,,,,
NROC G WAREHOUSE,,,Clothings,,Used Clothing,,,,,kgs,,,,,,,,308,11/17/2010,,,1,PHP,Philippine Air Force,,,,
NROC G WAREHOUSE,,,Clothings,,Used Clothing,,,,,kgs,,,,,,,,380,7/7/2010,,, -   ,PHP,BOC c/o 558 bales,,,,
NROC G WAREHOUSE,,,Clothings,,Used Clothing,,,,,kgs,,,,,,,,14,12/12/2009,,, -   ,PHP,BOC c/o 400 bales,,,,
NROC G WAREHOUSE,,,Clothings,,Used Clothing,,,,,kgs,,,,,,,,701,12/12/2009,,, -   ,PHP,BOC c/o 400 bales,,,,
NROC G WAREHOUSE,,,Clothings,,Used Clothing,,,,,kgs,,,,,,,,5,2/17/2011,,,1,PHP,c/o DSWD CO,,,,
NROC G WAREHOUSE,,,Clothings,,Used Clothing,,,,,kgs,,,,,,,,920,4/11/2011,,,1,PHP,BOC c/o 540 bales,,,,
NROC G WAREHOUSE,,,Clothings,,Used Stuff Toys,,,,,kgs,,,,,,,,9,11/17/2010,,,1,PHP,Philippine Air Force,,,,
NROC G WAREHOUSE,,,Clothings,,Used Toys,,,,,kgs,,,,,,,,2,2/17/2011,,,1,PHP,c/o DSWD CO,,,,
NROC G WAREHOUSE,,,Clothings,,Used Slilppers/shoes,,,,,kgs,,,,,,,,70,11/17/2010,,,1,PHP,Philippine Air Force,,,,
NROC G WAREHOUSE,,,Clothings,,"Used Bags, shoes",,,,,kgs,,,,,,,,3,2/17/2011,,,1,PHP,c/o DSWD CO,,,,
NROC G WAREHOUSE,,,Clothings,,Used bags,,,,,kgs,,,,,,,,7,11/17/2010,,,1,PHP,Philippine Air Force,,,,
NROC G WAREHOUSE,,,Clothings,,Used Bags,,,,,sack,,,,,,,,1,5/5/2010,,, -   ,PHP,PMS,,,,
NROC G WAREHOUSE,,,Clothings,,Used Bags/footwear,,,,,kgs,,,,,,,,7,4/14/2011,,, -   ,PHP,Ken Delos Reyes and Anonymouse Donor c/o CO,,,,
NROC G WAREHOUSE,,,Clothings,,"Pillow, used",,,,,kgs,,,,,,,,4,2/17/2011,,,1,PHP,c/o DSWD CO,,,,
NROC G WAREHOUSE,,,Clothings,,Used Shoes,,,,,sack,,,,,,,,17,5/5/2010,,, -   ,PHP,PMS,,,,
NROC G WAREHOUSE,,,Clothings,,Used Shoes,,,,,sack,,,,,,,,45,9/28/2009,,, -   ,PHP,BOC c/o 372 boxes,,,,
NROC G WAREHOUSE,,,Clothings,,Used Shoes,,,,,sack,,,,,,,,40,4/20/2009,,, -   ,PHP,BOC Crisostomo,,,,
NROC G WAREHOUSE,,,Clothings,,Used Shoes,,,,,sack,,,,,,,,8,12/27/2009,,, -   ,PHP,Pacquiao Foundation,,,,
NROC G WAREHOUSE,,,Clothings,,Used Shoes,,,,,bag,,,,,,,,1,9/30/2009,,, -   ,PHP,Concerned Volunteer,,,,
NROC G WAREHOUSE,,,Clothings,,"clothing, used",,,,,kgs,,,,,,,,11,1/4/2012,,,1,PHP,Avida Tower Sucat,,,,
NROC G WAREHOUSE,,,Clothings,,"clothing, used",,,,,kgs,,,,,,,,11,1/6/2012,,,1,PHP,Office of the President - Malacañang,,,,
NROC G WAREHOUSE,,,Clothings,,"clothing, used",,,,,kgs,,,,,,,,10,1/6/2012,,,1,PHP,BCDA Employees,,,,
NROC G WAREHOUSE,,,Clothings,,"clothing, used",,,,,kgs,,,,,,,,731,1/10/2012,,,1,PHP,TV 5,,,,
NROC G WAREHOUSE,,,Clothings,,"clothing, used",,,,,kgs,,,,,,,,997,1/10/2012,,,1,PHP,TV 5,,,,
NROC G WAREHOUSE,,,Clothings,,"clothing, used",,,,,kgs,,,,,,,,9,1/16/2012,,,1,PHP,Rachelle Neri,,,,
NROC G WAREHOUSE,,,Clothings,,"clothing, used",,,,,kgs,,,,,,,,312,1/17/2012,,,1,PHP,AFP OJ7,,,,
NROC G WAREHOUSE,,,Clothings,,"clothing, used",,,,,kgs,,,,,,,,134,1/18/2012,,,1,PHP,"505th Gourp, PAF",,,,
NROC G WAREHOUSE,,,Clothings,,"clothing, used",,,,,kgs,,,,,,,,16,1/18/2012,,,1,PHP,Avida Towers Sucat,,,,
NROC G WAREHOUSE,,,Clothings,,"clothing, used",,,,,kgs,,,,,,,,50,1/19/2012,,,1,PHP,DSWD FO CAR c/o PRO-COR,,,,
NROC G WAREHOUSE,,,Clothings,,"clothing, used",,,,,kgs,,,,,,,,37,1/19/2012,,,1,PHP,c/o DSWD Central Office,,,,
NROC G WAREHOUSE,,,Clothings,,"clothing, used",,,,,kgs,,,,,,,,126,1/19/2012,,,1,PHP,ISAFP Camp Aguinaldo,,,,
NROC G WAREHOUSE,,,Clothings,,"clothing, used",,,,,kgs,,,,,,,,2460,1/20/2012,,,1,PHP,TV 5,,,,
NROC G WAREHOUSE,,,Clothings,,"clothing, used",,,,,kgs,,,,,,,,37,1/24/2012,,,1,PHP,c/o DSWD Central Office,,,,
NROC G WAREHOUSE,,,Clothings,,"clothing, used",,,,,kgs,,,,,,,,59,1/25/2012,,,1,PHP,BCS Realty Corp,,,,
NROC G WAREHOUSE,,,Clothings,,"clothing, used",,,,,kgs,,,,,,,,13,2/2/2012,,,1,PHP,Rain Makers Asia,,,,
NROC G WAREHOUSE,,,Clothings,,"clothing, used",,,,,kgs,,,,,,,,3,1/10/2012,,,1,PHP,Department of Justice,,,,
